"[0.9841125708818436, 1.0182658219337464, 0.9817192912101745, 0.9777468234300614, 0.9891696518659592]","[1.0606866174936294, 1.0070770943164826, 1.0411440175771713, 1.0079900979995728, 1.0184283918142318]","[1.0749407452344895, 1.0645253354310988, 1.075122219324112, 1.0583490604162216, 1.090986494421959]","[1.1187576109170914, 1.0854971742630004, 1.1077505630254745, 1.1305424070358276, 1.1201461178064347]","[1.1679793339967728, 1.2014064359664918, 1.1693210846185684, 1.212373929619789, 1.1947094136476517]","[1.2243853259086608, 1.2611996686458589, 1.2367781496047974, 1.2404361563920974, 1.2117103374004363]","[1.381363353729248, 1.382295696735382, 1.3919411063194276, 1.4141668367385865, 1.3355961990356446]","[1.4930383205413817, 1.442115157842636, 1.5495088124275207, 1.547510303258896, 1.445409311056137]"
"[65.58, 64.53, 65.69, 65.39, 65.16]","[61.94, 64.14, 62.63, 64.18, 63.83]","[61.76, 62.17, 61.62, 62.5, 61.37]","[60.21, 61.57, 61.44, 60.0, 60.53]","[59.05, 56.91, 58.06, 57.05, 57.1]","[56.23, 55.62, 55.8, 55.54, 57.03]","[51.24, 50.86, 50.99, 50.43, 52.29]","[47.03, 48.27, 45.09, 45.35, 49.27]"
