"[1.0643000638484954, 1.0719422483444214, 1.078023155927658, 1.0916278493404388, 1.106134471297264]","[1.1836762946844102, 1.1707738453149796, 1.1784835404157639, 1.192727688550949, 1.1910237193107605]","[1.1937654441595078, 1.3057585906982423, 1.2550128054618837, 1.2155960649251938, 1.2154981541633605]","[1.3249586343765258, 1.3541692638397216, 1.3172161817550658, 1.3684079813957215, 1.3111476790905]","[1.404257620573044, 1.4132223796844483, 1.3860641717910767, 1.4627773332595826, 1.4122239744663239]","[1.4912667667865753, 1.427622628211975, 1.4826325273513794, 1.4778456366062165, 1.5000543642044066]","[1.5828318500518799, 1.6667940461635589, 1.6426153481006622, 1.5560749411582946, 1.5535197520256043]","[1.8158266866207122, 1.7790676140785218, 1.6950198769569398, 1.7452594065666198, 1.7319150936603547]"
"[62.31, 62.0, 62.34, 61.34, 60.85]","[58.39, 58.6, 58.44, 57.54, 57.23]","[57.41, 53.76, 55.21, 56.77, 56.6]","[52.95, 51.05, 53.29, 51.1, 53.29]","[49.49, 49.94, 50.49, 48.16, 49.53]","[47.19, 48.93, 47.33, 46.94, 46.12]","[42.58, 40.42, 41.34, 44.13, 44.14]","[35.05, 36.17, 39.3, 37.41, 38.08]"
