"[1.231567366719246, 1.2413639616966248, 1.2299759072065353, 1.2586352562904357, 1.24463893532753]","[1.3600701117515563, 1.3454059851169586, 1.3087466859817505, 1.3341144382953645, 1.3847095036506654]","[1.3968943810462953, 1.4068608367443085, 1.3883080625534057, 1.411516090631485, 1.3950193846225738]","[1.4508346021175385, 1.4657089912891388, 1.4949782335758208, 1.4223067831993104, 1.4552618181705474]","[1.5772681999206544, 1.5223358619213103, 1.549092003107071, 1.5473827052116393, 1.4971033906936646]","[1.575105333328247, 1.5646727991104126, 1.5328452217578887, 1.5525782108306885, 1.570636239051819]","[1.6493098795413972, 1.6713164556026459, 1.7275189232826234, 1.6884215569496155, 1.7107933259010315]","[1.9153951287269593, 1.9290106654167176, 1.7607287347316742, 1.961189217567444, 1.9575931072235107]"
"[56.29, 55.35, 56.27, 55.46, 56.1]","[50.57, 52.22, 52.91, 52.52, 50.98]","[49.73, 50.14, 50.61, 49.5, 50.08]","[47.97, 47.26, 45.62, 49.5, 47.7]","[43.77, 45.35, 44.36, 43.5, 46.23]","[43.4, 43.63, 44.77, 45.24, 43.67]","[40.82, 40.13, 38.36, 39.48, 37.95]","[31.18, 30.35, 37.05, 29.68, 29.51]"
