"[0.08891552350764492, 0.113942332242769, 0.09931948246420613, 0.08370788711033077, 0.11046908306147737]","[0.11743808176611686, 0.16898378360850416, 0.1360454434583818, 0.1925018335378189, 0.15393505091808593]","[0.29381532465244176, 0.3014916081550964, 0.33731442156016445, 0.24747396030931906, 0.47317099042094435]","[0.3783322033371515, 0.5223640000839143, 0.34667401702683065, 0.8223601834029909, 0.6677055239297782]"
"[97.43, 96.7, 97.12, 97.41, 96.93]","[96.53, 94.95, 95.76, 94.18, 95.35]","[90.58, 90.14, 89.94, 92.9, 85.43]","[88.39, 83.54, 89.08, 72.96, 78.86]"
