"[0.16280375949439302, 0.14323428090087845, 0.1575315914974714, 0.14755182146839205, 0.14933075493529355]","[0.2237625695337915, 0.21954067696218088, 0.2820012981819499, 0.23385530999404894, 0.22422716672277185]","[0.49089042049874165, 0.44647108231949956, 0.3742272115674368, 0.44196468710329884, 0.35339066229618277]","[0.8146538640473299, 0.7123264086664103, 0.8767440700606935, 0.9808865793191703, 0.8393766460525003]"
"[95.32, 95.88, 95.59, 95.91, 95.73]","[92.82, 92.98, 91.25, 92.77, 92.95]","[84.7, 86.47, 88.41, 86.05, 89.2]","[73.16, 77.96, 71.69, 68.8, 73.06]"
