"[0.18795571007853326, 0.16509868227950872, 0.2394557009016573, 0.19409909753490737, 0.16879975273860412]","[0.214176285543307, 0.3019363330973751, 0.2440884398640531, 0.22498885221826803, 0.2725170947563876]","[0.7747819660955174, 0.4729130624016379, 0.2996930327195271, 0.3204852116478097, 0.3093323970842323]","[0.7771863627965283, 1.004136482621454, 0.732022161886191, 0.9771567203436687, 1.080690288999278]"
"[94.79, 95.25, 93.59, 94.93, 95.27]","[93.14, 90.73, 92.34, 92.76, 91.47]","[74.23, 84.65, 90.64, 89.91, 90.35]","[74.26, 66.48, 76.36, 67.08, 62.86]"
