"[0.21230542490883156, 0.21136628304947216, 0.19752269113671025, 0.17233882262308917, 0.20772156509166476]","[0.24889711717108062, 0.25530484513302515, 0.23984225223487493, 0.2955964759887926, 0.2838889067446825]","[0.49570552682041363, 0.46238278398278415, 0.4174405921511589, 0.5799968919366788, 0.3874104529334481]","[0.7803088088703763, 0.751916146771923, 0.9232834942021947, 0.8686502317714083, 0.9800153414534915]"
"[95.59, 95.6, 95.78, 96.56, 95.58]","[92.81, 92.53, 93.35, 91.32, 91.88]","[83.65, 85.67, 86.79, 81.62, 88.04]","[75.25, 76.02, 69.5, 71.5, 68.03]"
