"[0.4233067930693839, 0.4427960965853588, 0.44820474154630285, 0.44859839776519, 0.4529609418219062]","[0.49124552176636493, 0.521450688504869, 0.49442389379641055, 0.5284234441010056, 0.5090329863463238]","[0.5444491272139701, 0.5317370418910008, 0.5692289145129501, 0.582138114104605, 0.5551515119090961]","[0.5937016017877372, 0.7342589753828231, 0.575127311003436, 0.6553702181691576, 0.5571765079619778]","[0.901192787726214, 0.7227423849758828, 0.7412065874998737, 0.8509149251470141, 0.7970605158502129]"
"[84.13, 83.0, 82.79, 82.65, 82.88]","[80.79, 79.73, 80.83, 79.79, 80.47]","[79.14, 79.56, 77.86, 77.37, 78.44]","[77.09, 70.71, 77.38, 74.89, 78.09]","[65.4, 71.44, 70.4, 65.52, 68.45]"
