"[0.48132669280289087, 0.4575226162649264, 0.4665235764091941, 0.4651854506153969, 0.46238262239535144]","[0.5324420412634588, 0.5082059927806732, 0.5212364439751692, 0.5115514391926443, 0.5052651899635412]","[0.5508122353037451, 0.5520124249397569, 0.6039196909612911, 0.5756646368154295, 0.5813375922145357]","[0.6573943376161491, 0.6750101889394651, 0.6916013842175721, 0.6082373815736953, 0.5973487052188557]","[0.7635816398319925, 0.8314727654882298, 0.7198427560602784, 0.7419362601580893, 0.8072886766901441]"
"[81.65, 82.71, 82.72, 82.48, 82.45]","[79.4, 80.69, 79.81, 80.39, 80.63]","[78.64, 79.25, 77.15, 77.75, 77.57]","[74.82, 73.97, 73.18, 77.01, 76.95]","[69.82, 68.04, 72.14, 71.29, 68.61]"
