"[0.6319852401085986, 0.6168850408336981, 0.6442043674670583, 0.6305386002470807, 0.634518968622859]","[0.6500661273797353, 0.6448759024705344, 0.6478113444840036, 0.6433582383442701, 0.6222151457294216]","[0.6414330611384012, 0.6566116795307253, 0.6525175372759501, 0.6644967804110147, 0.6449445326153825]","[0.6541511576350142, 0.6563758428503828, 0.6541362138298469, 0.6506348858034707, 0.6640477587537068]"
"[62.57998464294855, 64.14128487330433, 57.97286920911185, 62.06808292807781, 60.91630406961863]","[56.30918863578193, 60.09726132582544, 58.33120040952137, 60.86511389813156, 61.32582544151523]","[58.22882006654722, 51.47171743025339, 58.74072178141797, 40.79856667519836, 56.15561812132071]","[54.287176862042486, 60.58356795495265, 53.468134118249296, 55.4645508062452, 62.042487842334275]"
