"[0.6138566562799903, 0.6179635335759419, 0.6083497405052185, 0.6049203213637437, 0.6027636041001576]","[0.6377114629357811, 0.6263574780972023, 0.6192901311366539, 0.5992749627770447, 0.6238454175673849]","[0.6447439072577934, 0.6312346245215191, 0.6363592249591176, 0.6473044060110077, 0.6568177972382646]","[0.6494862786153468, 0.6538518892555703, 0.6517807036880555, 0.6503598961403699, 0.6294778236528722]"
"[61.35142052725877, 61.60737138469414, 63.42462247248528, 62.50319938571794, 64.14128487330433]","[57.33299206552342, 61.24904018428462, 62.1960583567955, 62.810340414640386, 61.37701561300231]","[56.28359355003839, 61.35142052725877, 54.87586383414384, 46.711031481955466, 48.80982851292552]","[53.03301766060916, 45.30330176606092, 55.259790120296906, 58.84310212439212, 59.81571538264653]"
