"[0.7102677482899612, 0.7518668019674658, 0.686610537573574, 0.7275069273584257, 0.7708660814820266]","[0.7359374000774166, 0.6617739273280632, 0.6701918898559198, 0.6959838023999843, 0.8070948094856448]","[0.6613614583403115, 0.6567068250198674, 0.6588932736133172, 0.6622207174456216, 0.6599009226008159]","[0.6590065335839744, 0.6667278927516161, 0.6563314989330323, 0.6495465553872953, 0.6614491895931524]"
"[58.510366009726134, 49.116969541847965, 43.71640644996161, 43.74200153570514, 55.080624520092144]","[50.08958280010238, 50.29434348605068, 56.20680829280778, 43.12771947786025, 48.09316611210647]","[48.68185308420783, 57.844893780394166, 60.225236754543126, 50.93422062963911, 52.72587663168672]","[45.891988738162276, 38.44381878679294, 62.40081904274379, 54.38955720501664, 54.415152290760176]"
