"[0.8484970089622531, 0.8485861496778312, 0.8489989890401058, 0.8645819113118007, 0.8527179110942958]","[0.9542458091538383, 0.9635860111219767, 0.9688551922201585, 0.9565735120605267, 0.951250918636238]","[1.0343740138713484, 1.0485919075915466, 1.036812329607388, 1.0400893071149415, 1.0425023053186055]","[1.217115195837315, 1.2067088088275053, 1.1854158398338352, 1.2142832599547466, 1.1954860009810997]","[1.295558404292304, 1.303438578933346, 1.3086229489238252, 1.2940990336666023, 1.2802504311574188]","[1.552640912816388, 1.4484358448289039, 1.5893264867135606, 1.6095922019513167, 1.5430498816368339]","[1.5798612791010986, 1.7527115791379617, 1.7433118988238767, 1.656622243347672, 1.640622748677426]","[1.8774766711936648, 1.9114423044977735, 1.8022005011856819, 1.869303518454934, 1.8969862891713953]"
"[89.63193721332496, 89.28599089524367, 89.37118663029354, 88.7455573436142, 89.14313744051358]","[84.24395239365593, 84.0770031754774, 83.28012185571801, 84.08302711633951, 84.34894107725273]","[79.95146424791098, 79.69845873170227, 80.49361892550107, 79.54958133611008, 79.94802199598978]","[71.09368949166544, 72.25114670017125, 73.54457285956472, 72.44219168179823, 73.01876887860038]","[66.76161544882662, 65.82962574115987, 66.5438930148103, 67.64541362959648, 68.52835124738604]","[58.55872912059069, 60.2213367985336, 54.45298314157122, 52.70173747665723, 55.068285672486944]","[54.97620543359466, 51.81363648098586, 50.27322874624579, 52.67247833532697, 51.875597015567585]","[46.73803602316636, 49.274975689095804, 46.49793895166218, 48.737984389387535, 49.84122613013433]"
