"[0.9273947997240243, 0.9133616202728339, 0.9130849184443772, 0.9258685513740069, 0.9109008595806911]","[1.0274375566827043, 1.066028327668816, 1.0358920869323125, 1.0225758373999911, 1.030691650995599]","[1.1364699696654266, 1.1336887313405848, 1.1352368924061107, 1.1646121567041339, 1.132917047072087]","[1.3188425423290235, 1.34565330654514, 1.383703882473681, 1.370327475837674, 1.33869996154886]","[1.5628301288587931, 1.4832512192789153, 1.443042887465019, 1.4674307202452606, 1.5052514296796353]","[1.6242231666254052, 1.659180381749695, 1.748437457147674, 1.6343119674842264, 1.812288988529323]","[1.8249484542182888, 1.798808511658387, 1.75581428920645, 1.836402300696016, 1.738631391840359]","[1.9211082689562557, 1.8933415355136216, 1.9015434213671916, 1.8751466652370234, 1.8973193630773066]"
"[85.62945879194169, 85.34117019354062, 86.24992470073923, 85.4358321213738, 85.5330757381479]","[80.97983700937154, 78.82584786967634, 79.66919959037202, 80.85677650318839, 80.0616163093896]","[74.36641050575287, 75.57378036711617, 74.95933839918074, 75.96791821209435, 75.00925105203824]","[65.78401590320388, 65.86404826037193, 62.98804678020361, 62.71008493756616, 63.442424033802915]","[54.814419593297934, 57.83499565415695, 59.104326050101974, 57.6577196802148, 58.75149522817827]","[52.158722236086845, 51.68885484884211, 47.85590733457828, 54.035610096124884, 49.5219572644424]","[48.263814187241294, 50.393707563488036, 48.953985697443265, 47.95056926241147, 48.66397597308159]","[46.07798421727494, 48.024577678717414, 46.44888686178498, 46.9118697451873, 48.72421538170271]"
